,ent_num,Add_num,Address,City/State/Province/Postal Code,Country,Add_remarks
6660,16018,24087,"Unit D4 and C4, 4th Floor, Building 29 Africa, Corner of 25th Street, Africa Boulevard",Tehran,Iran,
6661,16019,24089,"No. 48, Haghani Street, Vanak Square, Before Jahan-Kodak Cross",Tehran 1517973913,Iran,
6662,16019,24091,"No. 40, Shahid Haghani Express Way, Vanak Square",Tehran,Iran,
6663,16019,24092,"No. 9, Niloofar Street, Sharabyani Avenue, Taavon Boulevard, Shahr-e-Ziba",Tehran,Iran,
6664,16019,24094,"72 Hillview Court, Woking",Surrey GU22 7QW,United Kingdom,
6665,16019,24095,"No. 697 Saeeidi Alley, Crossroads College, Enghelab St.",Tehran,Iran,
6666,16020,24097,"827, North of Seyedkhandan Bridge, Shariati Street, P.O. Box 13185-1445",Tehran 16616,Iran,
6667,16020,24098,"No. 41, Next to 23rd Alley, South Gandi St., Vanak Square",Tehran 15179,Iran,
6668,16021,24100,"1st Floor, No. 33, Shahid Atefi Alley, Opposite Mellat Park, Vali-e-Asr Street",Tehran 1967933759,Iran,
6669,16022,24102,"Unit C2, 2nd Floor, Building No. 29, Corner of 25th Street, After Jahan Koudak, Cross Road Africa Street",Tehran 15179,Iran,
6670,16023,24104,"2nd Floor, No. 67, North Sindokht Street, West Dr. Fatemi Avenue",Tehran 1411953943,Iran,
6671,16024,24106,"Rishmak Cross Rd., 3rd Km. of Amir Kabir Road",Shiraz 71365,Iran,
6672,16025,24107,,,,
6673,16026,24109,"No. 40, East Street Journal, North Shiraz Street, Sadra Avenue",Tehran,Iran,
6674,16027,24111,,,Iran,
6675,16028,24113,Next to the Current Bandar Abbas Refinery,Bandar Abbas City,Iran,
6676,16029,24115,"No. 15, Palizvani (7th) Street, Gandhi (South) Avenue",Tehran 1517655711,Iran,
6677,16029,24116,Km 10 of Khomayen Road,Golpayegan,Iran,
6678,16030,24118,"7th Floor, No. 346, Mirdamad Avenue",Tehran,Iran,
6679,16030,24119,"Ground Floor, No. 14, Saba Street, Africa Boulevard",Tehran,Iran,
6680,16031,24122,"No. 346, Pars Oil Company Building, Modarres Highway, East Mirdamad Boulevard",Tehran 1549944511,Iran,
6681,16031,24123,Postal Box 14155-1473,Tehran 159944511,Iran,
6682,16031,46794,,,Iran,
6683,16032,24126,"9th Floor, No. 346, Mirdamad Avenue",Tehran,Iran,
6684,16033,24128,"Ground Floor, No. 39, Meftah/Garmsar West Alley, Shiraz (South) Street, Molla Sadra Avenue",Tehran,Iran,
6685,16033,24129,Post Office Box 19935-561,Tehran,Iran,
6686,16034,24131,341 West Mirdamad Boulevard,Tehran,Iran,
6687,16034,24133,P.O. Box 19696,Tehran,Iran,
6688,16035,24135,,Assaluyeh,Iran,
6689,16035,24136,,South Pars Special Economy/Energy Zone,Iran,
6690,16036,24138,"No. 58, St. 14, Qanbarzadeh Avenue, Resalat Highway",Tehran,Iran,
6691,16037,24140,,Cape Town,South Africa,
6692,16038,24142,"3rd Floor, Tygervalley Chambers, Bellville",Cape Town 7530,South Africa,
6693,16038,24143,"Canal Walk, P.O. Box 17, Century City",Milnerton 7446,South Africa,
6694,16039,24145,"2nd Floor, No. 4, Sasan Dead End, Afriqa Avenue, After Esfandiar, Crossroads",Tehran,Iran,
6695,16039,24146,"No. 5 Sasan Alley, Atefi Sharghi St., Afrigha Boulevard",Tehran,Iran,
6696,16039,24147,"Oshtorjan Industrial Zone, Zob-e Ahan Highway",Isafahan,Iran,
6697,16040,24149,"No. 83, Sepahbod Gharani Street",Tehran,Iran,
6698,16041,46816,"Floor 4, No. 234, North Iranshahr St., Karimkhan Zand Blvd.",Tehran,Iran,
6699,16083,24171,,,,
6700,16084,24172,,,,
6701,16085,24174,"Suite 401, Potonggang Hotel, Ansan-Dong, Pyongchon District",Pyongyang,"Korea, North",
6702,16085,24175,"Ansan-dong, Botongang Hotel, Pongchon",Pyongyang,"Korea, North",
6703,16086,24177,"Akara Building, 24 de Castro Street, Wickhams Cay I, Road Town",Tortola,"Virgin Islands, British",
6704,16086,24178,,Dalian,China,
6705,16101,24207,,,,
6706,16110,24218,"12/120, Komn 51, Ulitsa Demokraticheskaya",Samara 443031,Russia,
6707,16111,24220,Dr. Davida Bechera 907/27,Karlovy Vary 36001,Czech Republic,
6708,16119,24230,"28C, Route de Denges",Lonay 1027,Switzerland,
6709,16128,24239,,,,
6710,16129,24240,,,,
6711,16130,24241,,,,
6712,16131,24242,,,,
6713,16132,24243,,,,
6714,16133,28731,,,Cambodia,
6715,16134,24245,,,,
6716,16135,24247,"10th Floor, Citi Bank Building, Oud Metha Road, Oud Metha",Dubai,United Arab Emirates,
6717,16136,24249,,,United Arab Emirates,
6718,16137,24251,,,United Arab Emirates,
6719,16139,24253,,,,
6720,16140,24254,,,,
6721,16141,24255,,,,
6722,16142,24256,,,,
6723,16151,24272,Southern Suburbs,Beirut,Lebanon,
6724,16152,24274,,Beirut,Lebanon,
6725,16161,24291,"Calle Clavel 1487, Colonia Margarita","Culiacan, Sinaloa",Mexico,
6726,16167,24302,,,,
6727,16169,24307,"Barrio La Ceiba, Calle Principal, Casa 234","Tocoa, Colon",Honduras,
6728,16170,24311,"Barrio La Ceiba, Calle Principal","Tocoa, Colon",Honduras,
6729,16173,24316,"Barrio Municipal, Colonia El Country, Bloque 1, Casa N-6","San Pedro Sula, Cortes",Honduras,
6730,16173,24337,,"San Manuel, Cortes",Honduras,
6731,16175,24326,,"Tocoa, Colon",Honduras,
6732,16176,24330,,"San Pedro Sula, Cortes",Honduras,
6733,16177,24340,,"Tocoa, Colon",Honduras,
6734,16178,24342,"Bo Las Flores, Frente al Salon Latino, No. 15","Tocoa, Colon",Honduras,
6735,16178,24343,"6 St 11 Ave, Morazan Boulevard","San Pedro Sula, Cortes",Honduras,
6736,16178,24353,,"Montanuela, Choloma, Cortes",Honduras,
6737,16178,24503,"6 Calle, El Barrio Morazan","San Pedro Sula, Cortes",Honduras,
6738,16179,24345,,"Tocoa, Colon",Honduras,
6739,16179,24347,"El Centro Principal, 1 Ave 2 Cll, No. 13","Tocoa, Colon",Honduras,
6740,16179,24349,,"Chacalpa, Bajo Aguan, Colon",Honduras,
6741,16180,24354,,,Honduras,
6742,16180,24355,"Col. Las Hadas, Cont. a Aldeas S.O.S., No. 7501","Distrito Central, Francisco Morazan",Honduras,
6743,16181,24381,"Florencia Norte, Plaza America, Av Roble 201","Distrito Central, Francisco Morazan",Honduras,
6744,16181,24382,"Barrio Los Laureles, Carretera Panamericana Norte contiguo a DIPPSA","Tocoa, Colon",Honduras,
6745,16181,24383,Barrio El Centro,"Tocoa, Colon",Honduras,
6746,16182,24386,Colonia Moderna,"San Pedro Sula, Cortes",Honduras,
6747,16182,24393,Km. 9 despues de Santa Cruz de Yojoa,"San Pedro Sula, Cortes",Honduras,
6748,16201,24395,,South Waziristan,Pakistan,
6749,16201,24396,,Paktika,Afghanistan,
6750,16201,24397,,Zabul,Afghanistan,
6751,16201,24398,,Helmand,Afghanistan,
6752,16201,24399,,Kandahar,Afghanistan,
6753,16203,24402,Carrera 10 No. 12-20,"Maicao, Guajira",Colombia,
6754,16204,24404,Calle 76 No. 48-30,Barranquilla,Colombia,
6755,16204,24405,Carrera 15 No. 93-60 Local 1-21,Bogota,Colombia,
6756,16204,25062,"Cra. 15 No. 119-59, Int. 308",Bogota,Colombia,
6757,16205,24407,Calle 76 No. 48-30,Barranquilla,Colombia,
6758,16206,24408,,,,
6759,16207,24410,"Carrera 56 No. 81-98, Apt. 9B, Edificio Galery El Golf",Barranquilla,Colombia,
6760,16207,24411,Carrera 52B 100-240,Barranquilla,Colombia,
6761,16208,24412,,,,
6762,16209,24413,,,,
6763,16210,24415,"Avenida Constitucion No. 2224, Colonia San Rafael","Nuevo Laredo, Tamaulipas 88200",Mexico,
6764,16211,24420,,"Monterrey, Nuevo Leon",Mexico,
6765,16211,24421,,"Nuevo Laredo, Tamaulipas",Mexico,
6766,16211,24422,"Nueva Escoca No. 4310, Industrial Habitacional Abraham Lincoln","Monterrey, Nuevo Leon",Mexico,
6767,16211,24423,"Calle Texcoco No. 119, Colonia Mitras Centro","Monterrey, Nuevo Leon 64460",Mexico,
6768,16211,24424,"Av. Ruiz Cortinez, 1200 PTE","Monterrey, Nuevo Leon 64299",Mexico,
6769,16221,24449,,Karachi,Pakistan,
6770,16221,24450,,"Miram Shah, North Waziristan Agency, Federally Administered Tribal Areas",Pakistan,
6771,16223,24453,"Gunj Gate, Phandu Road",Peshawar,Pakistan,
6772,16223,24454,"Near the Baron Gate, Ganj area",Peshawar,Pakistan,
6773,16223,24455,Lahori and Yaka Tote Rd. at the intersection near the Ganj Gate,Peshawar,Pakistan,
6774,16225,24463,,,Algeria,
6775,16225,24464,,,Mali,
6776,16226,24466,,,,
6777,16227,24485,,,,
6778,16228,24486,,,,
6779,16229,24487,,,,
6780,16230,24488,,,,
6781,16231,24489,,,,
6782,16232,24490,,,,
6783,16235,24495,,,,
6784,16264,24557,,,,
6785,16265,24558,,,,
6786,16268,24567,Haldenstrasse 26,Lucerne,Switzerland,
6787,16269,24569,Rashi 9/3,Sharon,Israel,
6788,16271,24573,,,,
6789,16273,24576,,Phuket,Thailand,
6790,16274,24584,"130 A, Ulitsa Klara Tsetkina",Shymkent 160000,Kazakhstan,
6791,16274,24585,"Ulitsa Angarskaya, 22.1",Moscow 125635,Russia,
6792,16274,24586,"Ulitsa General Dorokhova, A 6 A",Moscow 121357,Russia,
6793,16274,24587,"Ulitsa Letnikovskaya, 13 A, Office 1",Moscow 115114,Russia,
6794,16274,24588,"Al Quds Street, Dubai Airport Free Zone",Dubai,United Arab Emirates,
6795,16274,24589,"Office 210, Building 3E, Dubai Airport Free Zone, P.O. Box 293751",Dubai,United Arab Emirates,
6796,16274,24590,P.O. Box 777,"Jumeirah, Dubai",United Arab Emirates,
6797,16274,24591,"Ulitsa Jami, 5",Tashkent 100057,Uzbekistan,
6798,16275,24593,9 Prospekt Universitetski,Moscow 119296,Russia,
6799,16278,24600,,,Egypt,
6800,16279,24602,Cl 57 No. 24-72 Of 102 P 2,Bogota,Colombia,
6801,16280,24603,,,,
6802,16281,24605,"Av. Prolongacion Vallarta No. 600, Zona Centro","Tlajomulco de Zuniga, Jalisco C.P. 45640",Mexico,
6803,16283,24609,Av. 15 No. 124-09 LC 102,Bogota,Colombia,
6804,16315,24646,42S VF 88722 63166,"Kunduz City, Kunduz Province",Afghanistan,
6805,16315,24647,42S VF 88651 63126,"Kunduz City, Kunduz District",Afghanistan,
6806,16315,24648,42S VF 88648 63088,"Kunduz City, Kunduz District",Afghanistan,
6807,16318,24653,,,,
6808,16319,24655,"Room 807, 8/F Building 6, No.333 Guiping Road",Shanghai 200233,China,
6809,16319,24656,"401, No.23, Changning Road 1277",Shanghai 200051,China,
6810,16320,24658,Cl 57 No. 24-72 Local 102,Bogota,Colombia,
6811,16321,24660,"Av. Prolongacion Vallarta No. 600 A, Zona Centro","Tlajomulco de Zuniga, Jalisco C.P. 45640",Mexico,
6812,16322,24662,Cl 57 No. 24-72,Bogota,Colombia,
6813,16328,24666,,,,
6814,16329,24667,,,,
6815,16333,24671,,,,
6816,16334,24672,,,,
6817,16341,24679,,,,
6818,16342,24680,,,,
6819,16345,24926,Km. 2 via Aguadas,"Aguadas, Caldas",Colombia,
6820,16347,24929,Circular 73B No. 39B 15 Of. 9901,Medellin,Colombia,
6821,16348,24949,Circular 73B 39B 115 Of. 9901,Medellin,Colombia,
6822,16349,24938,"Circular 73B No. 39B-115, Of. 9901",Medellin,Colombia,
6823,16350,24933,Circular 73B No. 39B 115 Of. 9901,Medellin,Colombia,
6824,16351,24928,Calle 48 No. 53-62 Int. 902,Medellin,Colombia,
6825,16352,24931,Circular 73B No. 39B 115 Of. 9901,Medellin,Colombia,
6826,16352,24932,Carrera 32 No. 35B 44,"La Pintada, Antioquia",Colombia,
6827,16354,24707,"Av. Artesanos 1498, Colonia Oblatos","Zapopan, Jalisco",Mexico,
6828,16354,24708,"Calle Paseo de la Pradera 23, Fraccionamiento Royal Country","Zapopan, Jalisco",Mexico,
6829,16354,24709,Kr 76 173 45 In 4,Bogota,Colombia,
6830,16354,24710,Trv 176 N 56 25,Bogota,Colombia,
6831,16356,24729,"Avenida Mexico 3335, Vallarta San Jorge","Guadalajara, Jalisco 44690",Mexico,
6832,16356,24730,Clle 57 N 24 72,Bogota,Colombia,
6833,16356,24731,"Cometa # 2910, Col. Jardines del Bosque","Guadalajara, Jalisco 44520",Mexico,
6834,16356,24732,"Prados de los Lirios # 4142, Casa 6, Col. Prados Tepeyac","Zapopan, Jalisco 45050",Mexico,
6835,16357,24696,,,,
6836,16358,24735,"Calle Paseo del Ocelote 161, Fraccionamiento Bugambilias","Zapopan, Jalisco",Mexico,
6837,16359,24744,"Kra 3 N 2B-22, Barrio Los Amigos","El Colegio, Cundinamarca",Colombia,
6838,16363,24704,,,Nigeria,
6839,16364,24706,,,Nigeria,
6840,16365,24712,"Andador Medrano 2845, Guadalajara Centro","Guadalajara, Jalisco 44100",Mexico,
6841,16365,24713,"Medrano # 2845, Col. San Andres","Guadalajara, Jalisco C.P. 44410",Mexico,
6842,16365,24714,"Zacarias Rubio No. 1609, San Miguel de Huentitan El Alto","Guadalajara, Jalisco 44780",Mexico,
6843,16369,24734,Calle 3 No. 1-33/17,"Rivera, Huila",Colombia,
6844,16371,24741,,,,
6845,16393,24757,,,,
6846,16394,24758,,,,
6847,16395,24759,,,,
6848,16396,24760,,,,
6849,16397,24761,,,,
6850,16398,24762,,,,
6851,16399,24763,,,,
6852,16400,24764,,,,
6853,16401,24765,,,,
6854,16408,24766,,,,
6855,16409,24767,,,,
6856,16413,24772,,Medellin,Colombia,
6857,16414,24773,,,,
6858,16415,24774,,,,
6859,16416,24775,,,,
6860,16417,24776,,,,
6861,16418,24778,"P.O. Box 15875-1834, Km 5 Karaj Special Road",Tehran,Iran,
6862,16418,24779,"Unit (or Suite) 207, Saleh Blvd",Tehran,Iran,
6863,16418,24780,"Unit 207, Tarajit Maydane Taymori (or Teimori) Square, Basiri Building, Tarasht",Tehran,Iran,
6864,16419,24782,"P.O. Box 15875-1834, Km 5 Karaj Special Road",Tehran,Iran,
6865,16419,24783,"Unit (or Suite) 207, Saleh Blvd",Tehran,Iran,
6866,16419,24784,"Unit 207, Tarajit Maydane Taymori (or Teimori) Square, Basin Building, Tarasht",Tehran,Iran,
6867,16429,24799,,,,
6868,16430,24800,,,,
6869,16431,24801,,,,
6870,16433,24805,,,Lebanon,
6871,16434,24804,,,,
6872,16435,24806,,,,
6873,16436,24808,"Karaj Special Road, Mehrabad Airport",Tehran,Iran,
6874,16436,24809,Sepahbod Gharani 36,Tehran,Iran,
6875,16436,24810,"3th km Karaj Special Road, Aviation Industries Boulevard",Tehran,Iran,
6876,16437,24812,"Unit 207, No. 20 Salehi Boulevard, Tarasht",Tehran,Iran,
6877,16438,24813,,,,
6878,16441,24818,"Sharia'ati St., Shahid Hamid Sadik Alley, Building 3, Number 3",Tehran,Iran,
6879,16443,24822,"North Drive Moftah Street, Zahra Street, Placard 9, Ground Floor",Tehran,Iran,
6880,16444,24824,"No. 3, Alley 23, 16th Janbazan Street, North Kargar Avenue",Tehran,Iran,
6881,16445,24826,"Fatmi Gharabi Street, between Sindokht and Etemad Zadeh, Block 307, Floor 3, Unit 7",Tehran 1411816191,Iran,
6882,16445,24829,"Unit 7, No. 279 West Fatemi Street",Tehran 1411816191,Iran,
6883,16446,24831,,,Algeria,
6884,16446,24832,,,Mali,
6885,16448,24839,,,Yemen,
6886,16449,24838,,,Qatar,
6887,16450,24841,"Shop No. 13, Second Floor, Sarai Shahzada",Kabul,Afghanistan,
6888,16450,24842,Pesha-khowr area of Achin District,Nangarhar Province,Afghanistan,
6889,16451,24844,"Lahore Jan Shanwari Exchange, Ghulam Dastager Market, Shop Numbers 18-19, First Floor, Chowk Talashi",Jalalabad,Afghanistan,
6890,16451,24845,"Ali Sher Shinwary Ltd., Second Floor, Shahzada Market",Kabul,Afghanistan,
6891,16451,25060,"Shop No. 13, Second Floor, Sarai, Shahzada",Kabul,Afghanistan,
6892,16452,26947,"Flat 4, Blantyre Street, Behind Amigo Supermarket, Wuse II",Abuja,Nigeria,
6893,16452,26948,3 Gaya Road,Kano,Nigeria,
6894,16455,24850,,Quetta,Pakistan,
6895,16456,24851,,,,
6896,16457,24852,,,,
6897,16458,24853,,,,
6898,16459,24854,,,,
6899,16460,24855,,,,
6900,16461,24856,,,,
6901,16462,24857,,,,
6902,16463,24858,,,,
6903,16464,24859,,,,
6904,16465,24860,,,,
6905,16466,24861,,,,
6906,16467,24877,,,Spain,
6907,16468,24878,,,Spain,
6908,16469,24865,Carrera 15 No. 119-32,Bogota,Colombia,
6909,16470,24867,Carrera 50 #9B-20,"Cali, Valle",Colombia,
6910,16471,24869,Calle 51 #47C-02 BRR Centro,"San Pedro de Uraba, Antioquia",Colombia,
6911,16472,24871,Diagonal 23 #11-07 P.2,"Cali, Valle",Colombia,
6912,16473,24873,Carrera 34 #35-51,"Cali, Valle",Colombia,
6913,16474,24875,Carrera 24A #3-58,"Cali, Valle",Colombia,
6914,16475,24880,,Benghazi,Libya,
6915,16476,24882,,Darnah,Libya,
6916,16477,24884,,,Tunisia,
6917,16478,24885,,,,
6918,16479,24887,,Benghazi,Libya,
6919,16480,24889,,Darnah,Libya,
6920,16495,24910,,,Pakistan,
6921,16496,24924,Circular 73B 39 115-106,"Copacabana, Antioquia",Colombia,
6922,16496,24925,,Medellin,Colombia,
6923,16498,24921,,,,
6924,16499,24922,,,,
6925,16501,24927,,,,
6926,16503,24942,,,Iran,
6927,16515,24951,Carrera 15 No. 93-60 Local 1-21,Bogota,Colombia,
6928,16517,24953,,,,
6929,16518,24955,The Haqqani Madrassa Compound,"Miram Shah, North Waziristan Agency (NWA), Federally Administered Tribal Areas (FATA)",Pakistan,
6930,16518,24956,,"Miram Shah, NWA, FATA",Pakistan,
6931,16518,24957,Danda Village,"Miram Shah, NWA, FATA",Pakistan,
6932,16519,24958,,,,
6933,16520,24963,"Passeig Verdauguer, 120",Igualada (Barcelona) 08700,Spain,
6934,16523,24964,,,,
6935,16524,24966,"Alley 10 and 3/10, No. 10, Behrestan Street, Sajad Boulevard",Mashhad,Iran,
6936,16524,24967,"Number 4, 11th Narenjestan, Pasdaran Avenue",Tehran,Iran,
6937,16524,24968,"Number 3, 12th Narenjestan, Pasdaran",Tehran,Iran,
6938,16525,24970,"3rd Floor, Block No. 3, North Pasdaran Street, 12th Narenjestan Alley, Before Aghdasie T-Junction Aqdaseya Saraya",Tehran,Iran,
6939,16525,24971,"Number 3, 12th Narenjestan Alley, Pasdaran Avenue",Tehran,Iran,
6940,16525,24972,,Miyaneh,Iran,
6941,16525,24973,,Bushehr,Iran,
6942,16527,24976,"Number 3, 12th Narenjestan Street, Pasdaran Avenue",Tehran,Iran,
6943,16527,24977,,Miyaneh,Iran,
6944,16528,24979,"Number 3, 12 Narenjestan Street, Pasdaran Avenue",Tehran,Iran,
6945,16528,25033,,Bushehr,Iran,
6946,16529,24980,,,,
6947,16532,24983,,,,
6948,16533,24985,"Al Maktoum Street, al Dana Centre, 3rd Floor, Office No. 306",Dubai,United Arab Emirates,
6949,16534,24986,,,,
6950,16535,24988,P.O. Box 54541,Dubai,United Arab Emirates,
6951,16536,24990,P.O. Box 52404,Dubai,United Arab Emirates,
6952,16538,24994,,,,
6953,16539,24995,,,,
6954,16540,24996,,,,
6955,16541,24997,,,,
6956,16542,24998,,,,
6957,16553,26841,,,,
6958,16557,25059,,,Pakistan,
6959,16560,25065,,,,
6960,16580,25080,"Jose Aguilar Barraza 328, Al Poniente de la Colonia Jorge Almeda","Culiacan, Sinaloa",Mexico,
6961,16580,25108,"Av. Naciones Unidas # 5759, Casa 34, Col. Parque Regency","Zapopan, Jalisco 44110",Mexico,
6962,16581,25524,,,,
6963,16582,25083,Nogalitos No. 17,"Quila, Sinaloa",Mexico,
6964,16601,25100,,,,
6965,16604,25104,1-1-12 Kantake Kokurakita-ku,"Kitakyushu City, Fukuoka",Japan,
6966,16605,25718,"4-chome, 19-15 Kumagai, Kokurakita-ku","Kitakyushu City, Fukuoka",Japan,
6967,16606,25106,,,,
6968,16607,25110,"Avenida Puerto Mazatlan 6, Colonia Parque Industrial Alfredo V Bonfil","Mazatlan, Sinaloa CP 82050",Mexico,
6969,16608,25112,"Av. Juan Palomar y Arias # 569, Col. Jardines Universidad","Zapopan, Jalisco 45110",Mexico,
6970,16622,25123,,,,
6971,16623,25124,,,,
6972,16625,25126,,,,
6973,16627,25128,,,,
6974,16630,25137,,,Honduras,
6975,16630,25138,Aldea Espiritu Santo,"Municipio de Florida, Departamento de Copan",Honduras,
6976,16631,25139,Aldea Espiritu Santo,"Municipio de Florida, Departamento de Copan",Honduras,
6977,16632,25140,Aldea Espiritu Santo,"Municipio de Florida, Departamento de Copan",Honduras,
6978,16637,25148,Aldea Espiritu Santo,"Municipio de Florida, Departamento de Copan",Honduras,
6979,16641,25160,,,,
6980,16642,25161,,,,
6981,16643,25163,"Puerto de Mazatlan 6 D, Parque Industrial Alfredo V. Bonfil","Mazatlan, Sinaloa 82050",Mexico,
6982,16646,25170,,,,
6983,16648,25485,,,,
6984,16649,25175,,,,
6985,16651,25178,,,,
6986,16655,25185,,,,
6987,16656,25186,,,,
6988,16659,25189,,,,
6989,16660,25190,,,,
6990,16661,25191,,,,
6991,16662,25192,,,,
6992,16663,25193,,,,
6993,16664,25194,,,,
6994,16665,25197,,,,
6995,16666,25200,,Geneva,Switzerland,
6996,16667,25199,,,,
6997,16668,25201,,,,
6998,16669,25202,,,,
6999,16670,25203,,,,
7000,16671,25204,,,,
7001,16672,25205,,,,
7002,16673,25206,,,,
7003,16674,25207,,,,
7004,16675,25208,,,,
7005,16676,25209,,,,
7006,16677,25221,,,,
7007,16678,25224,,,,
7008,16680,25226,,,,
7009,16681,25228,2 Liter A Pl. Rastrelli,Saint Petersburg 191124,Russia,
7010,16683,25248,,,,
7011,16685,25250,,,,
7012,16688,25253,,,,
7013,16689,47521,,,Russia,
7014,16690,25255,,,,
7015,16691,25256,,,,
7016,16692,25257,,,,
7017,16696,25262,,North Kivu Province,"Congo, Democratic Republic of the",
7018,16696,47442,,Rwenzori Region,"Congo, Democratic Republic of the",
7019,16696,47443,,South Kivu Province,"Congo, Democratic Republic of the",
7020,16696,47444,,,Uganda,
7021,16708,34127,,,Serbia,
7022,16709,25276,,,,
7023,16710,36769,,,Russia,
7024,16712,25279,,,,
7025,16713,25280,,,,
7026,16714,25281,,,,
7027,16715,25341,"18 Ulitsa D. Ulyanova, Apartment 110","Simferopol, Crimea",Ukraine,
7028,16721,25300,,,,
7029,16723,25302,,,,
7030,16724,25303,,,,
7031,16725,26661,,,"Congo, Republic of the",
7032,16727,25308,CL34E9115,Medellin,Colombia,
7033,16728,25310,Subasta Santa Clara,Sahagun,Colombia,
7034,16731,25315,"Calle 22, #24-28","Tulua, Valle",Colombia,
7035,16733,25318,,,,
7036,16735,25320,,,,
7037,16736,25322,"Kirova / per. Sovnarkomovskaya, 52/1","Simferopol, Crimea 95000",Ukraine,
7038,16737,25323,,,,
7039,16740,25326,,,,
7040,16744,25330,,,,
7041,16745,25331,,,,
7042,16749,25335,,,,
7043,16750,25336,,,,
7044,16752,25340,,,Benin,
7045,16753,25342,,,,
7046,16754,25343,,,,
7047,16755,25345,23 Ulitsa Koltsevaya,"Yevpatoria, Crimea",Ukraine,
7048,16756,25346,,,,
7049,16757,25348,"22 Ulitsa Oktyabrskoi Revolutsii, Building 9, Apt. 14","Sevastopol, Crimea",Ukraine,
7050,16758,25350,"3rd Floor, Livingstone House, 48 Samora Machel Avenue",Harare,Zimbabwe,
7051,16758,25351,PO Box 7520,Harare,Zimbabwe,
7052,16759,25353,"15/9 Ulitsa Turgeneva, Apt. 9","Simferopol, Crimea",Ukraine,
7053,16760,25354,,,,
7054,16762,25356,,,,
7055,16763,25358,,,Egypt,
7056,16764,25359,,,,
7057,16769,25364,,,,
7058,16774,25369,,,,
7059,16775,25370,,,,
7060,16777,25372,,,,
7061,16779,25652,,,,
7062,16780,25375,,,,
7063,16782,25381,,Panama City,Panama,
7064,16783,25383,,Panama City,Panama,
7065,16784,25640,,,,
7066,16785,25386,,Colon,Panama,
7067,16786,25388,Carrera 35 No. 31-114,"Palmira, Valle",Colombia,
7068,16788,25392,,,Panama,
7069,16790,25395,,,Panama,
7070,16792,25400,,Panama City,Panama,
7071,16793,25401,,,,
7072,16795,25405,"Calle 13 No. 10-45, Centro","Maicao, Guajira",Colombia,
7073,16796,25407,,Panama City,Panama,
7074,16797,25409,,,Panama,
7075,16798,25411,,,Panama,
7076,16799,25650,,,,
7077,16800,25415,Calle 18 Norte No. 3N-24,Cali,Colombia,
7078,16802,25419,"Juan Salvador Agraz No. 50, Colonias Lomas de Santa Fe, Delegacion Cuajimalpa",Ciudad de Mexico,Mexico,
7079,16806,25429,"3, rue de la Reine",L-2418,Luxembourg,
7080,16806,25430,,,Russia,
7081,16807,25432,18A Petrogradskaya nab.,St. Petersburg 197046,Russia,
7082,16809,25435,"47A, Sevastopolskiy Ave., of. 304",Moscow 117186,Russia,
7083,16809,25436,"1/2 Rodnikovaya ul., Savasleika s., Kulebakski raion",Nizhegorodskaya oblast 607007,Russia,
7084,16810,25442,"100/1, Dostoevskogo Street","Ufa, Bashkortostan Republic 450077",Russia,
7085,16811,25441,"pr. Medikov 5, of. 301",St. Petersburg,Russia,
7086,16811,25443,2 Liter a Pl. Rastrelli,St. Petersburg 191124,Russia,
7087,16812,25445,15 Korp. 56 D. 4 Etazh ul. Rochdelskaya,Moscow 123022,Russia,
7088,16812,25446,15/56 Rochdelskaya Street,Moscow 123022,Russia,
7089,16813,26928,IV-044 Rozna Dolina Cesta,Ljubljana,Slovenia,
7090,16814,26931,Malci Beliceve 107,Ljubljana,Slovenia,
7091,16815,25450,Malci Beliceve 36,Ljubljana,Slovenia,
7092,16817,25452,,,,
7093,16818,25453,,,,
7094,16819,25454,,,,
7095,16824,25460,"14 ul. Molodezhnaya Rabochi Pos. Vanino, 682860 Vaninski",Raion Khabarovski Krai,Russia,
7096,16825,25462,"Terminal Aeroport Sheremetyevo Khimki, 141400 Moskovskaya obl.",,Russia,
7097,16826,25464,"17 A, Stratoyava St.",Saint Petersburg,Russia,
7098,16828,25468,53 prospekt Vernadskogo,Moscow 119415,Russia,
7099,16829,25479,71/11 Sadovnicheskaya Street,Moscow 115035,Russia,
7100,16830,25471,"33 Stasinou Street, Office 2 2003, Nicosia Strovolos",,Cyprus,
7101,16831,25481,"3 Begovaya Street, Building #1",Moscow 125284,Russia,
7102,16832,25475,"House 58, Novocheremushkinskaya St.",Moscow 117418,Russia,
7103,16833,25482,"26th Meeting of the Communist Party Street, House 2V","Novy Urengoy, Tyumenskaya Oblast, Yamalo-Nenetsky Autonomous Region 629305",Russia,
7104,16834,25478,"House 65, Novocheremushkinskaya",Moscow 117418,Russia,
7105,16835,25484,2 Liter a Pl. Rastrelli,St. Petersburg 191124,Russia,
7106,16836,26932,PostFach 52,Klagenfurt 9023,Austria,
7107,16837,25983,,Victoria,Seychelles,
7108,16838,25490,"Suite 2, Portland House, Glacis Road",,Gibraltar,
7109,16839,25492,,,Liechtenstein,
7110,16840,25494,27 Vilharjeva Cesta,Ljubljana 1000,Slovenia,
7111,16841,25496,Vilharjeva Cesta 27,Ljubljana 1000,Slovenia,
7112,16842,25498,57 B Tbilisijska Ulica,Ljubljana 1000,Slovenia,
7113,16846,25505,No. 1109 Zhongshan Road,Dalian,China,
