,ent_num,alt_num,alt_type,alt_name,alt_remarks
10389,27326,43307,aka,ASTRONAUTICS SYSTEMS RESEARCH CENTER,
10390,27326,43308,aka,AEROSPACE RESEARCH INSTITUTE,
10391,27327,43311,aka,"SAEED, Mohammad Ali",
10392,27329,43337,aka,TALAQI GROUP LLC,
10393,27329,43338,aka,TALAQI GROUP FOR TRADE LLC,
10394,27330,43340,aka,NAGHAM AL HAYAT,
10395,27331,43345,aka,TAWAFUK,
10396,27331,43346,aka,TAWAFUK LLC,
10397,27332,43343,aka,NATIONAL COMPANY FOR ALUMINUM EXTRUSION AND COLORING,
10398,27332,43344,fka,DOGMOCH,
10399,27332,43355,aka,DOMAL SAL,
10400,27332,43356,aka,NATIONAL ALUMINUM DRAWING AND DRAWING COMPANY SAL,
10401,27345,43371,aka,COLLECTION CONCEPT S.A.,
10402,27345,43372,aka,SAAFARTEX INTERNATIONAL ZONA FRANCA BARRANQUILLA S.A.,
10403,27345,43374,aka,SAAFARTEX INT. S.A.,
10404,27383,43396,aka,DPRK NAMGANG TRADING COMPANY,
10405,27408,44456,fka,ASIA BRIDGE 2,
10406,27426,43440,aka,CAROIL TRANSPORT MARINE LIMITED,
10407,27445,43462,aka,NATIONAL DEVELOPMENT FUND OF ISLAMIC REPUBLIC OF IRAN,
10408,27465,43474,aka,COSCO SHIPPING SEAMAN SHP MGMT,
10409,27467,43477,fka,FAITHFUL LINKER LIMITED,
10410,27531,44457,aka,ALWAYS SMOOTH LIMITED,
10411,27532,44458,aka,WEIHAI HUIJIANG TRADE LTD,
10412,27533,44459,aka,"SILVER BRIDGE SHIPPING CO., LIMITED",
10413,27533,44460,aka,"SILVER BRIDGE SHIPPING CO., LTD.",
10414,27583,43572,aka,"AG ALBACHAR, Intahmadou",
10415,27585,43576,aka,"GUPTA, Ajay Kumar",
10416,27586,43578,aka,"GUPTA, Rajesh Kumar",
10417,27587,43581,aka,"ESSA, Salim Aziz",
10418,27588,43583,aka,"AJING ATER KUR, Kur",
10419,27588,43584,aka,"AJING, Kur",
10420,27589,43586,aka,LOU TRADING AND INVESTMENT CO LTD,
10421,27589,43587,aka,LOU TRADING AND INVESTMENT COMPANY LTD,
10422,27590,43590,aka,"SEEDAHMED, Ashiraf",
10423,27590,43591,aka,"HUSSEIN, Ashraf Said Ahmed",
10424,27590,43593,aka,"SEED AHMED, Asharaf",
10425,27590,43594,aka,"SEED AHMED, Ashraff",
10426,27590,43595,aka,"HUSSEIN, Ashraf Seed Ahmed",
10427,27593,43600,aka,AL-CARDINAL INVESTMENTS COMPANY LIMITED,
10428,27594,43602,aka,ALCARDINAL PETROLEUM CO. LTD,
10429,27687,43935,aka,"ORNELLA FERREIRA, Jose Adelino",
10430,27687,43936,aka,"ORNELLAS FERREIRA, Jose Adelino",
10431,27688,45166,aka,THINH CUONG CO LTD,
10432,27688,45172,aka,CONG TY TNHH THINH CUONG,
10433,27763,43737,aka,TAJAMMU' AHRAR AL-SHARQIYA,
10434,27763,43738,aka,GATHERING OF THE FREEMEN OF THE EAST,
10435,27763,43739,aka,AHRAR AL-SHARQIYEH,
10436,27763,43740,aka,AHRAR AL-SHARQIYA BRIGADE,
10437,27763,51333,aka,AHRAR AL-SHARQIAH,
10438,27763,51334,aka,AHRAR AL-SHARQIYAH,
10439,27787,43783,aka,"NOURREDINE, Jawad",
10440,27787,44963,aka,"NUR AL-DIN, Shawqi Muhammad Shafiq",
10441,27787,44971,aka,"NUR AL-DIN, Shawqi Jawad Mohamad Shafiq",
10442,27788,44964,aka,"ASI, El Yusuf Abd al-Rida",
10443,27844,43893,aka,"RA'EESI, Sayyid Ibrahim",
10444,27844,43894,aka,"RAISOL-SADATI, Seyyid Ebrahim",
10445,27844,43895,aka,"RAIS-O-SADAT, Sayyid Ebrahim",
10446,27845,43897,aka,"DEHGHAN POUDEH, Hossein",
10447,27847,43900,aka,"HADDADADEL, Gholam-Ali",
10448,27847,43901,aka,"HADDAD ADEL, Gholam-Ali",
10449,27847,43933,aka,"HADDAD ADEL, Gholamali",
10450,27848,43903,aka,"KHAMENEI, Sayyed Mojtaba Hosseini",
10451,27849,43934,aka,GENERAL STAFF OF IRANIAN ARMED FORCES,
10452,27850,43907,aka,"BAGHERI AFSHORDI, Mohammad",
10453,27850,43908,aka,"BAQERI, Mohammad Hossein",
10454,27850,43909,aka,"BAGHERI, Mohammed",
10455,27851,43911,aka,"RASHID, Gholamali",
10456,27852,43913,aka,"REZAEI, Mohsen",
10457,27852,43914,aka,"REZAI, Mohsen",
10458,27854,43917,aka,"SOLEIMANI, Gholam Reza",
10459,27854,43918,aka,"SOLEYMANI, Gholam Reza",
10460,27855,43920,aka,"ASHTIANI, Mohammed Reza Gharayi",
10461,27856,43922,aka,"ABDOLLAHI ALIABADI, Ali",
10462,27865,43941,aka,"KOUFFA, Hamadou",
10463,27865,43942,aka,"KOUFFA, Hamadoun",
10464,27885,46877,aka,"KOVALEVSKY, Nikita",
10465,27943,51649,aka,EMPRENDIMIENTOS INMOBILIARIOS MISIONES SOCIEDAD ANONIMA,
10466,27944,44013,aka,APOLO INFORMATICA,
10467,27944,44014,aka,APOLO INFORMATICA SOCIEDAD ANONIMA,
10468,27944,44758,aka,APOLO INFORMATICA SA,
10469,27945,44016,aka,MUNDO INFORMATICO PARAGUAY SOCIEDAD ANONIMA,
10470,27963,44032,aka,"BAYALTUN, Ismail Halil",
10471,27964,44034,aka,POLICIA NACIONAL DE NICARAGUA,
10472,27966,44038,aka,ACL GSM IMPORT EXPORT,
10473,27966,44039,aka,ACL ITHALAT IHRACAT ISMAIL BAYALT,
10474,27966,44040,aka,ACL ITHALAT IHRACAT ISMAIL BAYALTUN,
10475,27967,44067,aka,NEJAT-E EJTIMAYEE,
10476,27968,44043,aka,"KHAN, Syed Habib Ahmad",
10477,27969,44056,aka,"WAKIL, Haji Sahib Rohullah",
10478,27971,44047,aka,AL-SAHLOUL MONEY EXCHANGE COMPANY,
10479,27971,44048,aka,SAHLUL HAWALA OFFICE,
10480,27972,44050,aka,TAWASUL HAWALA COMPANY,
10481,27972,44051,aka,AL-TAWASUL COMPANY,
10482,27972,44052,aka,TAWASUL FINANCIAL EXCHANGE,
10483,27973,44061,aka,AL-SULTAN JEWELRY & GENERAL TRADING CO,
10484,27973,44062,aka,AL SULTAN GOLD & JEWELRY,
10485,27973,44063,aka,SULTAN GOLD,
10486,27973,44064,aka,AL SULTAN JEWELRY,
10487,27973,44065,aka,ALSULTAN KUYUMCULUK ELEKTRONIK GIDA ITHALAT IHRACAT LIMITED SIRKETI,
10488,27973,44066,aka,ALSULTAN KUYUMCULUK,
10489,27973,44072,aka,AL SULTAN GOLD AND JEWELRY,
10490,27973,44073,aka,AL-SULTAN JEWELRY AND GENERAL TRADING CO,
10491,27994,44351,aka,"AL-LAMI, Abu Zainab",
10492,27994,44352,aka,"AZIZ, Hussein Faleh",
10493,28004,44198,aka,"AL-KHAZALI, Qais Hadi Sayed Hasan",
10494,28004,44339,aka,"ALAZEREJ, Qays Hadi Sayyid",
10495,28004,44529,aka,"AL-KHAZALI, Qays",
10496,28004,44530,aka,"AL-KHAZ'ALI, Qays",
10497,28004,44531,aka,"AL-KHAZALI, Qays Hadi Sa'id",
10498,28005,44340,aka,"ALAZIREG, Layth Hadi Sayyid",
10499,28005,44526,aka,"AL-KHAZ'ALI, Layth",
10500,28005,44527,aka,"AL-KHAZALI, Layth Hadi Sa'id",
10501,28005,44528,aka,"AL-KHAZ'ALI, Layith Hadi Sa'id",
10502,28009,44309,aka,INVERSIONES ZANZIBAR,
10503,28010,44123,aka,NICARAGUAN PETROLEUM DISTRIBUTOR,
10504,28010,44124,aka,DNP PETRONIC,
10505,28010,44307,aka,DNP-PETRONIC,
10506,28023,44341,aka,"AL-KHANJAR, Khamis",
10507,28023,44342,aka,"ALESSAWI, Khamis F Ali",
10508,28023,44343,aka,"ALI, Khames Farhan Ali",
10509,28023,44344,aka,"ALI, Khamees Farhan Ali",
10510,28024,44153,aka,"BALUKU, Seka",
10511,28024,44154,aka,"KAJUJU, Mzee",
10512,28025,44156,aka,"KIBIRGE, Amigo",
10513,28025,44157,aka,"AMIGO, Simba",
10514,28025,44158,aka,"AMIGO, Mzee",
10515,28025,44159,aka,"MUHAMMAND, Kibirige",
10516,28026,44162,aka,"LUMISA, Muhamad",
10517,28027,44170,aka,"SUGUJA, Fezza",
10518,28028,44179,aka,"MUHAMADI, Kahira",
10519,28028,44180,aka,"MAHAMMAD, Kayiira",
10520,28028,44181,aka,"KAYIRA, Muhammad Mzee",
10521,28029,44192,aka,"KASADA, Kasadha",
10522,28029,44194,aka,"KASAADA, Muzamil",
10523,28029,44195,aka,"KIRBAKI, Muzamir",
10524,28029,44196,aka,"KIRIBAKI, Muzamir",
10525,28031,44371,aka,"KOL, Abud Stephen Thiong",
10526,28032,44373,aka,"MUORWEL MALUAL, Malual Dhal",
10527,28033,44203,aka,"KUAJIAN, Michael",
10528,28033,44374,aka,"KUAJIEN DUER MAYOK, Michael",
10529,28034,44372,aka,"TUT, John Top Lam",
10530,28037,44208,aka,"CHANDY, Koeung",
10531,28037,44209,aka,"CHANDY, Keung",
10532,28037,44345,aka,"CHAN DY, King",
10533,28042,44356,aka,"PHEAP, Thy",
10534,28044,44217,aka,"MDS IMPORT EXPORT CO., LTD.",
10535,28044,44218,aka,MDS IMPORT EXPORT,
10536,28046,44221,aka,"TRY PHEAP ENGINEERING AND CONSTRUCTION CO., LTD.",
10537,28051,44227,aka,"TRY PHEAP TRAVEL AND TOURS CO., LTD.",
10538,28052,44229,aka,MDS THMORDA SEZ,
10539,28053,44231,aka,TRY PHEAP OU YA DAV,
10540,28054,44233,aka,"AHMED, Rao Anwar",
10541,28054,44234,aka,"KHAN, Anwar Ahmed",
10542,28054,44235,aka,"KHAN, Rao Anwar Ahmed",
10543,28054,44355,aka,"KHAN, Anwar Ahmed Rao",
10544,28060,44243,aka,RENTA A.S.,
10545,28061,44245,fka,SPRAVA SLUZIEB DONOVALY S.R.O.,
10546,28063,44248,fka,"NORAM - AZD, A.S.",
10547,28066,44252,aka,VENTSPILS DEVELOPMENT AGENCY,
10548,28066,44253,aka,VENTSPILS DEVELOPMENT ASSOCIATION,
10549,28068,44257,aka,LATVIAN TRANSIT BUSINESS ASSOCIATION,
10550,28068,44258,aka,TRANSIT BUSINESS ASSOCIATION OF LATVIA,
10551,28083,44651,aka,JOINT STOCK COMPANY TRANSPORT COMPANY GRAND SERVICE EXPRESS,
10552,28083,44652,aka,JOINT STOCK COMPANY GRAND SERVICE EXPRESS,
10553,28083,44654,aka,AO GRAND SERVIS EKSPRESS,
10554,28103,44292,aka,"KHEDRI, Abdolhossein Heid",
10555,28103,44293,aka,"KHODRI, Abed Al Hsein Heid",
10556,28103,44294,aka,"KHEDRI, Abdul Hossein",
10557,28104,44296,aka,KHEDRI JAHAN DARYA SHIPPING PORT COMMERCIAL COMPANY,
10558,28106,44299,fka,GOSTARESH SW 8301,
10559,28112,44312,aka,"KAPIDZIC, Eso",
10560,28120,44323,aka,FALCON STRATEGIC SOLUTIONS DOO BEOGRAD-PALILULA,
10561,28121,44324,aka,"VELCOM TRADE PREDUZECE ZA PROIZVODNJU PROMET I USLUGE DOO, BEOGRAD STARI GRAD",
10562,28122,44325,aka,"PREDUZECE ZA PROIZVODNJU, PROMET I USLUGE MELVALE CORPORATION DOO, BEOGRAD STARI GRAD",
10563,28123,44327,aka,ARANEKS DOO BEOGRAD-VOZDOVAC,
10564,28124,44329,aka,GATEWICK FREIGHT AND CARGO,
10565,28124,44330,aka,GATEWICK AVIATION SERVICES,
10566,28125,44333,aka,VECTURA TRANS DOO NOVI BEOGRAD,
10567,28129,44338,aka,BUSINESS DIVERSITY LTD,
10568,28163,44376,aka,"AHMED, Nazem Said",
10569,28163,44377,aka,"AHMAD, Nazim Sa'id",
10570,28163,44378,aka,"AHMAD, Nazim",
10571,28163,44379,aka,"AHMAD, Nizam Saed",
10572,28163,44380,aka,"AHMAD, Nazem Ali",
10573,28163,44381,aka,"AHMAD, Nazem Saeed",
10574,28163,44382,aka,"AHMED, Nazem Saied",
10575,28164,44384,aka,BEIRUT DIAM COMPANY SAL,
10576,28165,44386,aka,BEIRUT GM SAL,
10577,28167,44389,aka,AL DIBIYA 143 SAL,
10578,28168,44391,aka,NOOR HOLDING SAL,
10579,28171,44395,aka,JEBAA 2480 SAL,
10580,28172,44397,aka,NUMEIRIYA 1057 SAL,
10581,28175,44401,aka,"ASSI, Saleh Ali",
10582,28175,44402,aka,"'ASI, Salih 'Ali",
10583,28175,44403,aka,"ASSI, Salah",
10584,28175,44404,aka,"ASSI, Salih",
10585,28176,44406,aka,"SA'B, Tony Butrus",
10586,28176,44425,aka,"SA'B, Tony Boutros",
10587,28177,44408,aka,MINOTERIE DU CONGO SPRL,
10588,28177,44409,aka,MINO CONGO,
10589,28178,44411,aka,PAINS VICTOIRE,
10590,28178,44412,aka,SOCIETE GENERALE DE PAIN,
10591,28178,44413,aka,SOCIETE GENERALE DES PAINS,
10592,28178,44414,aka,PAN VICTOIRE,
10593,28178,44415,aka,SOCIETE GENERAL DES PAINS SPRL,
10594,28179,44417,aka,TRANSGAZELLE,
10595,28179,44418,aka,TRANS GAZELLE SPRL,
10596,28180,44420,aka,INTERALIMENT OFFSHORE COMPANY,
10597,28184,44663,aka,"GANOV, Aleksandr Nikolaevich",
10598,28224,46143,aka,"MUSENE, Wilson Musalu",
10599,28226,44455,aka,"MUKISA, Patrick",
10600,28227,44462,aka,ESTACION DE SERVICIO GBJ,
10601,28230,44466,aka,CONVIASA,
10602,28283,44514,aka,ASA'IB AHL AL-HAQ MIN AL-IRAQ,
10603,28283,44515,aka,ASAIB AL HAQ,
10604,28283,44516,aka,ASA'IB AHL AL-HAQQ,
10605,28283,44517,aka,LEAGUE OF THE RIGHTEOUS,
10606,28283,44518,aka,KHAZALI NETWORK,
10607,28283,44520,aka,KHAZALI SPECIAL GROUP,
10608,28283,44521,aka,QAZALI NETWORK,
10609,28283,44523,aka,KHAZALI SPECIAL GROUPS NETWORK,
10610,28283,44524,aka,AL-TAYAR AL-RISALI,
10611,28285,44535,aka,KHORASAN STEEL COMPLEX JOINT STOCK COMPANY,
10612,28286,44538,aka,SKS STEEL COMPANY,
10613,28286,44539,aka,KISH SOUTH KAVEH STEEL COMPANY,
10614,28286,47822,aka,KISH SOUTH KAVEH COMPANY,
10615,28286,47823,aka,STEEL KAVEH SOUTH KISH,
10616,28286,47832,aka,SOUTH KAVEH STEEL CO.,
10617,28287,44541,aka,CHADORMALU MINING & INDUSTRIAL CO.,
10618,28287,44542,aka,CHADORMALU MINING & INDUSTRIAL PUBLIC JOINT STOCK COMPANY,
10619,28287,44616,aka,CHADORMALU MINING AND INDUSTRIAL COMPANY,
10620,28287,44617,aka,CHADORMALU MINING AND INDUSTRIAL CO.,
10621,28287,44618,aka,CHADORMALU MINING AND INDUSTRIAL PUBLIC JOINT STOCK COMPANY,
10622,28288,44544,aka,KHOUZESTAN OXIN STEEL COMPANY,
10623,28288,44545,aka,KHOZESTAN OXIN STEEL COMPANY,
10624,28288,44546,aka,KHUZESTAN OXIN STEEL COMPANY,
10625,28289,44548,aka,ARFA IRON & STEEL COMPANY,
10626,28289,44549,aka,ARFA STEEL,
10627,28291,44553,aka,KHUZESTAN STEEL COMPANY,
10628,28292,44555,aka,AL MAHDI ALUMINUM COMPANY,
10629,28293,44557,aka,NATIONAL IRANIAN COPPER INDUSTRIES PUBLIC JOINT STOCK,
10630,28295,44615,aka,IRANIAN GHADIR IRON AND STEEL CO.,
10631,28296,44563,aka,REPUTABLE TRADING SOURCE LLC COMPANY,
10632,28297,45721,aka,"WADI, Faisal Mohamed M",
10633,28301,45684,fka,MED PATRON,
10634,28303,44575,aka,SABA STEEL COMPANY,
10635,28305,44579,aka,IRAN ALUMINIUM COMPANY,
10636,28305,44580,aka,IRANIAN ALUMINUM COMPANY,
10637,28305,44581,aka,IRAN'S ALUMINUM COMPANY,
10638,28317,44595,aka,HONGYUAN MARINE CO LTD HONG UNION,
10639,28338,44623,aka,"PAMCHEL ASIA CO., LTD",
10640,28338,44625,aka,PAMCHEL ASIA STEEL GROUP COMPANY LIMITED,
10641,28344,44633,aka,"HOTSANIUK, Iurii Mykhailovych",
10642,28344,44647,aka,"GOTSANYUK, Jury Mikhailovich",
10643,28344,44648,aka,"GOTSANIUK, Jurij Mikhailovich",
10644,28346,44636,aka,BENEATHCO GENERAL TRADING DMCC,
10645,28347,44638,aka,PEAKVIEW INDUSTRY,
10646,28348,44640,fka,TRILIANCE KISH PETROCHEMICAL COMPANY,
10647,28348,44642,aka,TRILIANCE PETROCHEMICAL COMPANY,
10648,28348,44644,aka,TRILIANCE PETROCHEMICAL GMBH,
10649,28348,44645,aka,TIBA PARSIAN KISH PETROCHEMICAL,
10650,28348,44646,aka,TIBA PETROCHEMICAL COMPANY DMCC,
10651,28348,44680,aka,"TRILIANCE PETROCHEMICAL CO., LIMITED",
10652,28348,44681,aka,"TRILIANCE PETROLEUM SHANGHAI CO., LTD",
10653,28348,44682,aka,TRILIANCE PETROCHEMICAL CO LTD,
10654,28349,44670,aka,"RAZVOZHAEV, Mykhailo Volodymyrovich",
10655,28350,44660,aka,"NEMTSEV, Volodymyr Volodymyrovych",
10656,28352,44665,aka,"BASOVA, Lidiya Oleksandrivna",
10657,28353,44667,aka,"PYRKOVA, Kateryna Eduardivna",
10658,28354,44669,aka,"ALTABAEVA, Kateryna Borysivna",
10659,28363,44672,aka,"SHANDONG QIWANGDA GROUP PETROCHEMICAL CO., LTD.",
10660,28364,44674,aka,JIAXIANG INDUSTRY LTD HONG KONG,
10661,28364,44675,aka,JIAXIANG INDUSTRY LTD,
10662,28365,44677,aka,"BAYANDORIAN, Ali",
10663,28366,44679,aka,"ZHIQING, Wang",
10664,28443,44753,aka,ESPANA INFORMATICA SA,
10665,28445,44756,aka,"HIJAZI, Kassem",
10666,28445,44757,aka,"HIJAZI, Kassem Mohamed",
10667,28527,44836,aka,ATLAS HOLDING SAL,
10668,28528,44838,aka,"BAZI, Qassem Mohammed Ali",
10669,28528,44839,aka,"BAZZI, Qasim Mohammed Ali",
10670,28528,44840,aka,"BAZZI, Qasim Muhammad Ali",
10671,28529,44842,aka,MEDICAL EQUIPMENT & DRUGS INTERNATIONAL CORPORATION,
10672,28530,44845,aka,SHAHED PHARM DRUGSTORE SARL,
10673,28531,44847,aka,AMANA FOR HYDROCARBONS,
10674,28532,44851,aka,AMANA PLUS CO.,
10675,28538,44858,aka,SANOVERA,
10676,28538,44972,aka,SANOVIRA,
10677,28543,44865,aka,"SADEGHI MOGHADAM, Mohammad Hassan",
10678,28543,44866,aka,"SADEQI-MOQADAM, Mohammad Hassan",
10679,28543,44867,aka,"SADEQI-MOQADDAM, Mohammad Hasan",
10680,28543,44868,aka,"SADEGHI MOGHADDAM, Mohammad Hasan",
10681,28543,44869,aka,"SADEGHI MOHAMMAD, Mohammad",
10682,28544,44871,aka,"RAH-PEYK, Siyamak",
10683,28544,44872,aka,"RAHPIEK, Siamak",
10684,28544,44930,aka,"RAHPEYK, Siyamak",
10685,28545,44874,aka,"KADKHODAEE, Abbas Ali",
10686,28545,44875,aka,"KADKHODAEI ELYADERANI, Abbas Ali",
10687,28545,44876,aka,"KADKHODAEI, Abbasali",
10688,28545,44877,aka,"KADKHODAI, Abbas Ali",
10689,28545,44878,aka,"KADKHODA'I, Abbas Ali",
10690,28546,44880,aka,KOREA DAIZIN TRADING CORPORATION,
10691,28546,44881,aka,KOREA TAEJIN TRADING CORPORATION,
10692,28546,44882,aka,TAEJIN TRADING CORPORATION,
10693,28546,44883,aka,KOREA TAEJIN TRADING,
10694,28546,44884,aka,KOREA TAIJIN TRADE CORPORATION,
10695,28546,44885,aka,TAECHIN TRADING CORPORATION,
10696,28546,44886,aka,DAEJIN TRADING GENERAL CORPORATION,
10697,28546,44887,aka,TAEJIN TRADING COMPANY,
10698,28546,44888,aka,TAEJIN TRADING GENERAL COMPANY,
10699,28546,44889,aka,126 ECONOMIC EXCHANGE COMPANY,
10700,28549,44893,aka,DIFUSO AUDIOVISUALES,
10701,28571,44949,aka,"AL-HAMIDAWI, Ahmad Muhsin Faraj",
10702,28571,44950,aka,"AL-SAEDI, Ahmed Kadhim Raheem",
10703,28571,44951,aka,"AL-SA'IDI, Ahmad Kazim Rahim",
10704,28573,44956,aka,"DOLDAN GONZALEZ, Liz Paola Florinda",
10705,28574,44959,aka,MOBILE ZONE INTERNACIONAL IMPORT-EXPORT S.R.L.,
10706,28574,44960,aka,MOBILE ZONE INTERNACIONAL IMPORT. EXPORT. S.R.L.,
10707,28607,44996,aka,ALAM ALTHRWA LLC CO,
10708,28608,44998,aka,ALWANEO CO. L.L.C.,
10709,28608,44999,aka,ALWANEO TRADE DMCC,
10710,28645,45034,aka,SPI INTERNATIONAL PROPRIETARY LTD.,
10711,28645,45035,aka,SPI INTERNATIONAL PROPRIETARY LIMITED,
10712,28645,45036,aka,SPI INTERNATIONAL PTY LTD,
10713,28645,45038,aka,SPI INTERNATIONAL PROPRIETARY BRANCH OF A FOREIGN COMPANY,
10714,28645,45040,aka,SPI INTERNATIONAL PROPRIETARY,
10715,28645,45041,aka,SPI INTERNATIONAL PROPRIETY LIMITED CO.,
10716,28650,45046,aka,"GOLDEN SUN I/E DALIAN CO., LTD.",
10717,28654,45051,aka,"DALIAN TIANYI INTERNATIONAL TRADING CO., LTD.",
10718,28654,45052,aka,DALIANTIANYI,
10719,28654,45053,fka,"DALIAN YONGKANG INTERNATIONAL TRADING CO., LTD.",
10720,28658,45062,aka,SATA INVESTMENT COMPANY,
10721,28658,45063,aka,ARMED FORCES SOCIAL SECURITY INVESTMENT FUND SHASTAN,
10722,28658,45064,aka,ARMED FORCES SOCIAL WELFARE INVESTMENT ORGANIZATION OF IRAN,
10723,28658,45065,aka,SHASTAN ARMED FORCES SOCIAL SECURITY INVESTMENT COMPANY,
10724,28658,45066,aka,ARMED FORCES SOCIAL SECURITY AND PENSION FUND INVESTMENT - SHESTAN,
10725,28658,45067,aka,SATA MILITARY POWERS SOCIAL SECURITY INVESTMENT COMPANY,
10726,28659,45071,aka,MAIN STREET 1095 PTY LTD,
10727,28660,45073,aka,"TAVALLAEI, Mohammad Hasan",
10728,28660,45074,aka,"TOULAI, Mohammadhassan",
10729,28662,45077,aka,"EBADZADEH, Reza",
10730,28662,45078,aka,"EBAD ZADEH, Reza",
10731,28683,45112,aka,"SABURINEJAD, Ali",
10732,28683,45248,aka,"NAZHAD, Hasan Saburi",
10733,28683,45249,aka,"SABURINEZHAD, Ali",
10734,28684,45114,aka,MATAJER NOVIN MADA'EN COMPANY,
10735,28685,45211,aka,"SA'IDI, Mohammad Hosein",
10736,28685,45212,aka,"QOLIZADEH, Vali",
10737,28686,45246,aka,"MOUSAVIFAR, Seyed Reza",
10738,28687,45217,aka,MIDDLE EAST SAMAN CHEMICAL TRADE COMPANY,
10739,28687,45218,aka,SAMAN MIDDLE EASTERN CHEMICAL COMPANY,
10740,28687,45219,aka,MIDDLE EAST SAMAN CHEMICAL TRADING,
10741,28687,45220,aka,SAMAN CHEMICAL COMPANY,
10742,28687,45221,aka,MIDDLE EAST SAMAN SHIMI TRADING COMPANY,
10743,28687,45222,aka,SAMAN SHIMI MIDDLE EAST,
10744,28687,45223,aka,SAMAN SHIMI KHAVARMIANEH LTD.,
10745,28688,45204,aka,AL KHAMAIL MARINE SERVICE,
10746,28688,45206,aka,ALKHAMAEL CO. MARITIME SERVICES,
10747,28688,45207,aka,SHARIKAH AL-KHAMA'IL LILKHADAMAT AL-BAHRIYYAH WALNQL,
10748,28688,45253,aka,ALKHAMAEL TERMINAL AND PORT OPERATION MANAGEMENT,
10749,28690,45226,aka,"AL HAMEEDAWI, Adnan Younus Jasim",
10750,28691,45227,aka,"ADHAFAH, Muhammad Said",
10751,28691,45229,aka,"ALBEHADILI, Mohammed Saeed Othafa",
10752,28691,45230,aka,"AL-BAHADILI, Muhammad Sa'id 'Adhafah",
10753,28692,45231,aka,"AL-MANSURI, 'Ali Husayn Falih",
10754,28693,45235,aka,"AMINPUR, Sayyed Sai'd",
10755,28693,45236,aka,"MUSAVI, Sayyed Sa'id",
10756,28693,45237,aka,"MOUSAVI, Seyed Ahmad Shid",
10757,28694,45125,aka,HEADQUARTERS OF RECONSTRUCTION OF HOLY SHRINES,
10758,28694,45209,aka,RECONSTRUCTION ORGANIZATION OF THE HOLY SHRINES,
10759,28695,45127,aka,"POLARAK, Hassan",
10760,28696,45238,aka,"FEDAKAR, Ali Reza",
10761,28697,45239,aka,"ALADNANI, Mohammad Jasim Mohammadsadeq",
10762,28697,45240,aka,"ADNANI, Seyed Mohammad",
10763,28697,45241,aka,"AL-ADNANI, Muhammad",
10764,28698,45242,aka,"SHUSHTARI, Mas'ud",
10765,28698,45243,aka,"SHUSHTARI, Masoud",
10766,28699,45214,aka,"JALALMAAB, Mohammad",
10767,28700,45244,aka,"AZIZPUR, Amir",
10768,28701,45245,aka,"BAKHTIARI, Mashaallah",
10769,28702,45215,aka,AL-KAWTHAR FOUNDATION,
10770,28702,45216,aka,KOSAR COMPANY,
10771,28703,45136,aka,RUSSKOIE IMPERSKOE DVIZHENIE,
10772,28703,45137,aka,RUSSKOE IMPERSKOYE DVIZHENIYE,
10773,28703,45140,aka,RUSSIAN IMPERIAL LEGION,
10774,28703,45142,aka,SAINT PETERSBURG IMPERIAL LEGION,
10775,28704,45145,aka,"ANATOLYEVICH, Vorobyov Stanislav",
10776,28704,45146,aka,"VOROBYOV, Stanislav",
10777,28704,45147,aka,"VOROBEV, Stanislav",
10778,28705,45149,aka,"GARIYEV, Denis",
10779,28705,45150,aka,"GARIEV, Denis",
10780,28706,45152,aka,"TRUSHCHALOV, Mykola Mykolayovych",
10781,28706,45153,aka,"TRUSHHALOV, Nikolaj Nikolaevich",
10782,28706,45154,aka,"TRUSCHALOV, Nicholas",
10783,28706,45155,aka,"TRUSHCHALOV, Nikolay",
10784,28706,45156,aka,"TRUSHCHALOV, Nicholas",
10785,28717,45175,aka,"AL-MULA, Amir Muhammad Sa'id 'Abd-al-Rahman Muhammad",
10786,28717,45176,aka,"AL-MAWLA, Muhammad Sa'id 'Abd-al-Rahman",
10787,28717,45180,aka,"SALBI, 'Abdul Amir Muhammad Sa'id",
10788,28718,45185,aka,SYDITEK MUNDO DIGITAL S.A.,
10789,28798,45679,aka,DAMASCUS CHAM PRIVATE JOINT STOCK COMPANY,
10790,28798,45680,aka,DAMASCUS CHAM HOLDING PRIVATE JSC,
10791,28838,50937,aka,"ALSHABAN, Hasan Suliman",
10792,28859,45387,aka,"ALMTHAJE, Ameer Abdulazeez Jaafar",
10793,28859,45388,aka,"DIANET, Amir",
10794,28859,45389,aka,"AL-TAA'EI, Amir",
10795,28859,45390,aka,"MUSHTAQ, Abu",
10796,28859,45391,aka,"JAFAR, Amir Abdulaziz",
10797,28859,45392,aka,"DIANAT, Amir Abdolaziz",
10798,28859,45393,aka,"DIYANAT, Amir",
10799,28859,45400,aka,"AL-MUTAHAJI, Amir 'Abd-al-'Aziz Ja'far",
10800,28918,45465,aka,"AHSTARI, Hossein",
10801,28924,45472,aka,"SHAHVARPOUR, Hassan",
10802,28925,45474,aka,"RAHMANI FAZLI, Abdol-Reza",
10803,28925,45475,aka,"RAHMANI FAZLI, Abd al-Reza",
10804,28925,45476,aka,"RAHMANI-FAZLI, Abdolreza",
10805,28926,45479,aka,NIROOYE ENTEZAMI JOMHORI ESLAMI BONYAD TA'AVON,
10806,28926,45480,aka,BONYAD TA'AVON OF NAJA,
10807,28958,45525,aka,FASHAFOUYEH PRISON,
